complexity,SNR,coverage rate,avg length,method,F1 score
"(8,2)",1.0,0.95,4.1719464779844175,Data splitting,0.6666666666666666
"(8,2)",1.0,0.8,2.3669582026571634,Naive,1.0
"(8,2)",1.5,0.9285714285714286,3.5419450808837483,MLE,0.25
"(8,2)",1.5,0.85,2.8666759575698273,Data splitting,0.6666666666666666
"(8,2)",1.5,0.72,2.1766028335036838,Naive,0.5714285714285715
"(8,2)",1.5,0.8461538461538461,3.570247439675148,MLE,0.2666666666666667
"(8,2)",1.5,1.0,2.9896646562932507,Data splitting,0.8
"(8,2)",1.5,0.72,2.113863119084242,Naive,0.33333333333333337
"(8,2)",1.5,0.9,2.8706318954879,MLE,0.4
"(8,2)",1.5,1.0,3.578345020074944,Data splitting,0.6666666666666666
"(8,2)",1.5,0.88,2.364811636271531,Naive,0.5714285714285715
"(8,2)",1.5,0.8181818181818182,3.4809517658118385,MLE,0.3076923076923077
"(8,2)",1.5,1.0,3.0025367946727157,Data splitting,0.6666666666666666
"(8,2)",1.5,0.8285714285714286,2.266767355888931,Naive,0.4444444444444445
"(8,2)",1.5,0.9333333333333333,2.621198656862104,MLE,0.2857142857142857
"(8,2)",1.5,1.0,2.389916413303238,Data splitting,0.6666666666666666
"(8,2)",1.5,0.9,1.2268248643592408,Naive,0.6666666666666666
"(8,2)",1.5,0.86,3.1677351909576434,MLE,0.33333333333333337
"(8,2)",1.5,0.8666666666666667,3.771521143438455,Data splitting,0.8
"(8,2)",1.5,0.84,2.2825165390786517,Naive,0.5714285714285715
"(8,2)",1.5,0.8923076923076924,3.115820152326246,MLE,0.2666666666666667
"(8,2)",1.5,0.85,3.168766516859236,Data splitting,0.6666666666666666
"(8,2)",1.5,0.68,2.0819570068954123,Naive,0.5714285714285715
"(8,2)",1.5,0.8714285714285714,3.437412888150333,MLE,0.25
"(8,2)",1.5,0.7333333333333333,3.5524496181942706,Data splitting,0.8
"(8,2)",1.5,0.7333333333333333,1.9195267851463553,Naive,0.5
"(8,2)",1.5,0.9333333333333333,3.300905857966468,MLE,0.23529411764705882
"(8,2)",1.5,0.92,3.395551781532272,Data splitting,0.33333333333333337
"(8,2)",1.5,0.8,2.0736004335857525,Naive,0.6666666666666666
"(8,2)",1.5,0.8476190476190476,2.778642309675042,MLE,0.17391304347826084
"(8,2)",1.5,0.76,2.324603409209614,Data splitting,0.5714285714285715
"(8,2)",1.5,0.7428571428571429,1.5387967531421747,Naive,0.4444444444444445
"(8,2)",1.5,0.94,2.1971988352588623,MLE,0.33333333333333337
"(8,2)",1.5,0.9333333333333333,1.6935583902606235,Data splitting,0.8
"(8,2)",1.5,0.7,1.2826478858443404,Naive,0.6666666666666666
"(8,2)",1.5,0.9833333333333333,2.7996951643400783,MLE,0.2857142857142857
"(8,2)",1.5,0.9333333333333333,3.0515218012625516,Data splitting,0.8
"(8,2)",1.5,0.7,1.8419115937571857,Naive,0.6666666666666666
"(8,2)",1.5,0.9733333333333334,2.764704454363263,MLE,0.23529411764705882
"(8,2)",1.5,1.0,1.8577051767130723,Data splitting,0.8
"(8,2)",1.5,0.95,1.28809116206298,Naive,0.6666666666666666
"(8,2)",1.5,0.8769230769230769,2.452581963014909,MLE,0.2666666666666667
"(8,2)",1.5,0.9333333333333333,2.211563499520245,Data splitting,0.8
"(8,2)",1.5,0.76,1.6227182110889553,Naive,0.5714285714285715
"(8,2)",1.5,0.8461538461538461,2.7707498088329587,MLE,0.2666666666666667
"(8,2)",1.5,0.9666666666666667,1.9954602352217685,Data splitting,0.5
"(8,2)",1.5,0.7142857142857143,1.5568649908908925,Naive,0.4444444444444445
"(8,2)",1.5,0.925,2.694404169523395,MLE,0.2222222222222222
"(8,2)",1.5,0.8333333333333334,2.6592346051669664,Data splitting,0.5
"(8,2)",1.5,0.8666666666666667,1.4799546642359784,Naive,0.5
"(8,2)",1.5,0.9375,3.6817052423762293,MLE,0.2222222222222222
"(8,2)",1.5,0.88,3.8719003257906635,Data splitting,0.5714285714285715
"(8,2)",1.5,0.8,2.1902791132095474,Naive,0.6666666666666666
"(8,2)",1.5,0.8444444444444444,2.8424722475593063,MLE,0.19999999999999998
"(8,2)",1.5,0.9142857142857143,2.5195226498743084,Data splitting,0.4444444444444445
"(8,2)",1.5,0.82,1.5200360132962185,Naive,0.33333333333333337
"(8,2)",1.5,0.925,3.246305636390963,MLE,0.2222222222222222
"(8,2)",1.5,0.8,2.7303837259224677,Data splitting,0.8
"(8,2)",1.5,0.8,2.0659180013715615,Naive,0.4444444444444445
"(8,2)",1.5,0.8307692307692308,2.684106232078797,MLE,0.2666666666666667
"(8,2)",1.5,0.85,3.0401338959382427,Data splitting,0.6666666666666666
"(8,2)",1.5,0.7428571428571429,1.7194039011574016,Naive,0.4444444444444445
"(8,2)",1.5,0.9,2.95455454961763,MLE,0.33333333333333337
"(8,2)",1.5,0.7333333333333333,3.816033574093517,Data splitting,0.8
"(8,2)",1.5,0.8571428571428571,2.2246882583999597,Naive,0.4444444444444445
"(8,2)",1.5,0.9230769230769231,4.0298208188496005,MLE,0.2666666666666667
"(8,2)",1.5,1.0,2.5388529643197426,Data splitting,0.8
"(8,2)",1.5,0.8666666666666667,1.7293475091232688,Naive,0.8
"(8,2)",1.5,0.8933333333333333,3.108514960748077,MLE,0.23529411764705882
"(8,2)",1.5,0.92,2.7814403474846934,Data splitting,0.5714285714285715
"(8,2)",1.5,0.88,1.5601925490833464,Naive,0.5714285714285715
"(8,2)",1.5,0.9,2.4392752521888474,MLE,0.33333333333333337
"(8,2)",1.5,1.0,1.8470695543248152,Data splitting,1.0
"(8,2)",1.5,0.84,1.23909792160359,Naive,0.5714285714285715
"(8,2)",1.5,0.8714285714285714,2.740618844275343,MLE,0.25
"(8,2)",1.5,0.8,1.6324781722061628,Data splitting,0.8
"(8,2)",1.5,0.75,1.3358398227488277,Naive,0.6666666666666666
"(8,2)",1.5,0.9111111111111111,2.6079178691219727,MLE,0.3636363636363636
"(8,2)",1.5,0.8571428571428571,2.9050321872870546,Data splitting,0.4444444444444445
"(8,2)",1.5,0.8,1.6469249872685732,Naive,0.4444444444444445
"(8,2)",1.5,0.9294117647058824,3.159320936087401,MLE,0.21052631578947367
"(8,2)",1.5,0.8666666666666667,1.948903979494567,Data splitting,0.8
"(8,2)",1.5,0.7777777777777778,1.9304348805115161,Naive,0.3636363636363636
"(8,2)",1.5,0.8923076923076924,3.2602810902667736,MLE,0.2666666666666667
"(8,2)",1.5,0.8,1.93385664634797,Data splitting,0.6666666666666666
"(8,2)",1.5,0.8,1.8566686793957878,Naive,0.8
"(8,2)",1.5,0.86,3.0190975395014688,MLE,0.33333333333333337
"(8,2)",1.5,0.88,3.641764055341101,Data splitting,0.5714285714285715
"(8,2)",1.5,0.76,2.06111070773598,Naive,0.5714285714285715
"(8,2)",1.5,0.9142857142857143,3.1413142070807294,MLE,0.4444444444444445
"(8,2)",1.5,0.95,3.846522541428745,Data splitting,0.6666666666666666
"(8,2)",1.5,0.8333333333333334,2.641438478009279,Naive,0.5
"(8,2)",2.0,0.9,2.943915213215255,MLE,0.2857142857142857
"(8,2)",2.0,0.8,2.4246003677129604,Data splitting,1.0
"(8,2)",2.0,0.75,2.195179574275433,Naive,0.6666666666666666
"(8,2)",2.0,0.9,3.2789995904252005,MLE,0.25
"(8,2)",2.0,1.0,2.6631241806847603,Data splitting,0.8
"(8,2)",2.0,0.8666666666666667,2.0197538596430675,Naive,0.5
"(8,2)",2.0,0.8476190476190476,3.5872503171262773,MLE,0.17391304347826084
"(8,2)",2.0,0.92,2.821198288982535,Data splitting,0.5714285714285715
"(8,2)",2.0,0.675,2.1205667909056,Naive,0.4
"(8,2)",2.0,0.8727272727272727,2.365749196602688,MLE,0.3076923076923077
"(8,2)",2.0,0.8666666666666667,2.832505180344474,Data splitting,0.8
"(8,2)",2.0,0.8,1.5144918889774042,Naive,0.5714285714285715
"(8,2)",2.0,0.88,2.131894347021774,MLE,0.33333333333333337
"(8,2)",2.0,1.0,1.5689054636002298,Data splitting,1.0
"(8,2)",2.0,0.9,1.3890308472695936,Naive,0.6666666666666666
"(8,2)",2.0,0.8666666666666667,2.6827045522394597,MLE,0.23529411764705882
"(8,2)",2.0,0.95,2.1340279237316127,Data splitting,0.6666666666666666
"(8,2)",2.0,0.7,1.5693465133873012,Naive,0.33333333333333337
"(8,2)",2.0,0.9538461538461539,2.701262959145261,MLE,0.2666666666666667
"(8,2)",2.0,0.92,2.2459502084173737,Data splitting,0.5714285714285715
"(8,2)",2.0,0.76,1.3092471402111783,Naive,0.5714285714285715
"(8,2)",2.0,0.8625,2.078577698145851,MLE,0.2222222222222222
"(8,2)",2.0,1.0,1.6852212536981277,Data splitting,1.0
"(8,2)",2.0,0.85,1.2956948953226997,Naive,0.6666666666666666
"(8,2)",2.0,0.825,2.5796595803709934,MLE,0.4
"(8,2)",2.0,1.0,2.154345202243708,Data splitting,1.0
"(8,2)",2.0,0.8333333333333334,1.3431706482080432,Naive,0.5
"(8,2)",2.0,0.9692307692307692,3.4200183794316015,MLE,0.2666666666666667
"(8,2)",2.0,0.96,2.675034985953613,Data splitting,0.5714285714285715
"(8,2)",2.0,0.85,1.9319368911230543,Naive,0.6666666666666666
"(8,2)",2.0,0.8444444444444444,2.901823785185504,MLE,0.3636363636363636
"(8,2)",2.0,0.9333333333333333,2.926722667237975,Data splitting,0.8
"(8,2)",2.0,0.7333333333333333,2.020304610354324,Naive,0.5
"(8,2)",2.0,0.9066666666666666,3.150635471675592,MLE,0.23529411764705882
"(8,2)",2.0,1.0,2.165988204887602,Data splitting,1.0
"(8,2)",2.0,0.8285714285714286,2.385206995349717,Naive,0.4444444444444445
"(8,2)",2.0,0.825,2.7003578968359143,MLE,0.2222222222222222
"(8,2)",2.0,0.8,1.8712852678828562,Data splitting,0.8
"(8,2)",2.0,0.8571428571428571,1.5732986244445517,Naive,0.4444444444444445
"(8,2)",2.0,0.8875,2.6578846940564667,MLE,0.2222222222222222
"(8,2)",2.0,0.8,2.5091666206414365,Data splitting,1.0
"(8,2)",2.0,0.7666666666666667,1.6058649956947018,Naive,0.5
"(8,2)",2.0,0.7666666666666667,1.9688125451967313,MLE,0.5
"(8,2)",2.0,0.8,1.8457589100464993,Data splitting,1.0
"(8,2)",2.0,0.8666666666666667,1.2801258853416198,Naive,0.8
"(8,2)",2.0,0.8875,2.542622368594361,MLE,0.2222222222222222
"(8,2)",2.0,0.8,1.8731408449778317,Data splitting,1.0
"(8,2)",2.0,0.9,1.37158354369558,Naive,1.0
"(8,2)",2.0,0.88,2.914113611354073,MLE,0.23529411764705882
"(8,2)",2.0,0.85,2.3344506158237053,Data splitting,0.6666666666666666
"(8,2)",2.0,0.6857142857142857,1.5224769397703828,Naive,0.4444444444444445
"(8,2)",2.0,0.8941176470588236,2.668356417675581,MLE,0.21052631578947367
"(8,2)",2.0,0.9,1.8589730097421875,Data splitting,0.6666666666666666
"(8,2)",2.0,0.8,1.2561673357531784,Naive,0.5714285714285715
"(8,2)",2.0,0.9066666666666666,2.740419372615653,MLE,0.23529411764705882
"(8,2)",2.0,0.85,2.3704418348971883,Data splitting,0.6666666666666666
"(8,2)",2.0,0.75,1.6917453314397026,Naive,0.6666666666666666
"(8,2)",2.0,0.825,2.5857256023924977,MLE,0.2222222222222222
"(8,2)",2.0,0.8,1.5879366543704188,Data splitting,1.0
"(8,2)",2.0,0.8,2.0012958897813578,Naive,0.4
"(8,2)",2.0,0.8588235294117647,2.3018156629051574,MLE,0.21052631578947367
"(8,2)",2.0,0.95,2.8277747775793722,Data splitting,0.6666666666666666
"(8,2)",2.0,0.8857142857142857,1.5807413785631208,Naive,0.4444444444444445
"(8,2)",2.0,0.8,2.6382975469166516,MLE,0.23529411764705882
"(8,2)",2.0,1.0,2.3694810357810203,Data splitting,0.8
"(8,2)",2.0,0.65,1.6694893669083224,Naive,0.4
"(8,2)",2.0,0.925,2.565830732467544,MLE,0.2222222222222222
"(8,2)",2.0,1.0,2.297224284878585,Data splitting,0.6666666666666666
"(8,2)",2.0,0.8,2.038387257902967,Naive,0.5
"(8,2)",2.0,0.8666666666666667,2.5591626292944896,MLE,0.2857142857142857
"(8,2)",2.0,0.8,1.8887012820947995,Data splitting,0.8
"(8,2)",2.0,0.75,1.3983737608244886,Naive,0.6666666666666666
"(8,2)",2.0,0.8666666666666667,3.2952517527884764,MLE,0.19999999999999998
"(8,2)",2.0,0.9666666666666667,2.8123717309615537,Data splitting,0.5
"(8,2)",2.0,0.76,1.847047948150906,Naive,0.5714285714285715
"(8,2)",2.0,0.9555555555555556,1.9873136236226197,MLE,0.3636363636363636
"(8,2)",2.0,0.9333333333333333,2.3965981097792346,Data splitting,0.5
"(8,2)",2.0,0.7714285714285715,1.5581419235780665,Naive,0.4444444444444445
"(8,2)",2.0,0.9,2.451554376169296,MLE,0.25
"(8,2)",2.0,1.0,2.1609019188413603,Data splitting,0.6666666666666666
"(8,2)",2.0,0.96,1.3260744982715045,Naive,0.5714285714285715
"(8,2)",2.0,0.9333333333333333,3.426198856221024,MLE,0.23529411764705882
"(8,2)",2.0,1.0,3.0857855441561486,Data splitting,0.8
"(8,2)",2.0,0.8285714285714286,2.0995007760850277,Naive,0.4444444444444445
"(8,2)",2.0,0.8857142857142857,2.689955643498162,MLE,0.4444444444444445
"(8,2)",2.0,0.92,2.3363589247820804,Data splitting,0.5714285714285715
"(8,2)",2.0,0.7142857142857143,1.8485788498016023,Naive,0.4444444444444445
"(8,2)",2.0,0.8428571428571429,2.2518779340930997,MLE,0.25
"(8,2)",2.0,0.9,1.7409397097015447,Data splitting,1.0
"(8,2)",2.0,0.8285714285714286,1.4262031880620343,Naive,0.4444444444444445
