complexity,coverage rate,avg length,method,F1 score
"(8,1)",0.8611111111111112,6.382959079403895,MLE,0.2857142857142857
"(8,1)",0.9479166666666666,10.104392260449824,Data splitting,0.3157894736842105
"(8,1)",0.8939393939393939,4.7208312116434,Naive,0.42857142857142855
"(8,1)",0.8888888888888888,7.224483728993655,MLE,0.33333333333333337
"(8,1)",0.8974358974358975,9.067513853454132,Data splitting,0.375
"(8,1)",0.8888888888888888,4.994080618812295,Naive,0.5
"(8,1)",0.8771929824561403,6.499671011727322,MLE,0.2727272727272727
"(8,1)",0.8787878787878788,7.983602365417068,Data splitting,0.42857142857142855
"(8,1)",0.8205128205128205,4.994247121798653,Naive,0.375
"(8,1)",0.9385964912280702,7.032808275913909,MLE,0.2727272727272727
"(8,1)",0.8928571428571429,8.811064519335428,Data splitting,0.35294117647058826
"(8,1)",0.9166666666666666,5.604987853769588,Naive,0.35294117647058826
"(8,1)",0.9166666666666666,6.830675962878035,MLE,0.2857142857142857
"(8,1)",0.9102564102564102,7.9222517935278,Data splitting,0.375
"(8,1)",0.8333333333333334,4.319223038610974,Naive,0.4615384615384615
"(8,1)",0.9666666666666667,6.685470793105828,MLE,0.2222222222222222
"(8,1)",0.9166666666666666,9.203923388008795,Data splitting,0.3157894736842105
"(8,1)",0.8888888888888888,5.5842349625921015,Naive,0.4
"(8,1)",0.8452380952380952,6.822446220006701,MLE,0.23529411764705882
"(8,1)",0.8555555555555555,9.259515404761622,Data splitting,0.2222222222222222
"(8,1)",0.7708333333333334,4.7551719013991764,Naive,0.36363636363636365
"(8,1)",0.9222222222222223,5.947955974981381,MLE,0.33333333333333337
"(8,1)",0.9487179487179487,8.423436125113154,Data splitting,0.375
"(8,1)",0.8809523809523809,4.072571528647876,Naive,0.6
"(8,1)",0.875,6.575181544749736,MLE,0.3157894736842105
"(8,1)",0.9583333333333334,11.451958156154896,Data splitting,0.3157894736842105
"(8,1)",0.8333333333333334,5.1272527147460565,Naive,0.28571428571428575
"(8,1)",0.8703703703703703,6.56299936147691,MLE,0.2857142857142857
"(8,1)",0.9358974358974359,8.908738645981739,Data splitting,0.375
"(8,1)",0.8472222222222222,5.149547940638241,Naive,0.4
"(8,1)",0.8690476190476191,7.346685034920624,MLE,0.23529411764705882
"(8,1)",0.9102564102564102,8.81104532282046,Data splitting,0.25
"(8,1)",0.8888888888888888,4.884116362813315,Naive,0.2222222222222222
"(8,1)",0.9215686274509803,6.982525020442265,MLE,0.3
"(8,1)",0.8725490196078431,9.960089015338795,Data splitting,0.2
"(8,1)",0.8472222222222222,5.226608230515292,Naive,0.4
"(8,1)",0.8205128205128205,5.734968499845179,MLE,0.25
"(8,1)",0.8076923076923077,8.114333886326149,Data splitting,0.25
"(8,1)",0.7291666666666666,4.284189534300576,Naive,0.36363636363636365
"(8,1)",0.8725490196078431,7.263377783356582,MLE,0.3
"(8,1)",0.95,8.779331330863357,Data splitting,0.30769230769230765
"(8,1)",0.7857142857142857,4.112890441869557,Naive,0.4
"(8,1)",0.8611111111111112,6.387167300885437,MLE,0.1904761904761905
"(8,1)",0.78125,8.361985181589105,Data splitting,0.21052631578947367
"(8,1)",0.8222222222222222,5.302130437947962,Naive,0.2222222222222222
"(8,1)",0.9215686274509803,6.43999341645491,MLE,0.3
"(8,1)",0.7692307692307693,8.053285645930762,Data splitting,0.25
"(8,1)",0.9047619047619048,4.352425696240448,Naive,0.6
"(8,1)",0.9117647058823529,5.958173492944013,MLE,0.2
"(8,1)",0.8888888888888888,8.48861497081723,Data splitting,0.33333333333333337
"(8,1)",0.7619047619047619,4.110389228271795,Naive,0.4
"(8,1)",0.8928571428571429,6.670197113399618,MLE,0.23529411764705882
"(8,1)",0.8854166666666666,9.765738753312819,Data splitting,0.3157894736842105
"(8,1)",0.8787878787878788,4.897035205518045,Naive,0.28571428571428575
"(8,1)",0.9215686274509803,5.919079010331442,MLE,0.3
"(8,1)",0.9545454545454546,7.488265693548478,Data splitting,0.28571428571428575
"(8,1)",0.9090909090909091,4.490422297929237,Naive,0.42857142857142855
"(8,1)",0.8627450980392157,8.073361616258461,MLE,0.2
"(8,1)",0.8833333333333333,8.794023962093883,Data splitting,0.30769230769230765
"(8,1)",0.9047619047619048,5.292325193806919,Naive,0.6
"(8,1)",0.9385964912280702,6.66946928906565,MLE,0.2727272727272727
"(8,1)",0.8928571428571429,8.333519013349079,Data splitting,0.35294117647058826
"(8,1)",0.8484848484848485,4.931820102150216,Naive,0.14285714285714288
"(8,1)",0.8555555555555555,6.562396486739714,MLE,0.33333333333333337
"(8,1)",0.9166666666666666,9.097995229078556,Data splitting,0.35294117647058826
"(8,1)",0.8333333333333334,5.224009584030422,Naive,0.28571428571428575
"(8,1)",0.8690476190476191,6.948293884218417,MLE,0.35294117647058826
"(8,1)",0.9102564102564102,10.836397121278281,Data splitting,0.375
"(8,1)",0.8571428571428571,4.773824160689628,Naive,0.4
"(8,1)",0.9,6.526430694282524,MLE,0.33333333333333337
"(8,1)",0.9047619047619048,8.918823090180616,Data splitting,0.23529411764705882
"(8,1)",0.8333333333333334,4.578402831975456,Naive,0.4
"(8,1)",0.8703703703703703,7.155422720341554,MLE,0.2857142857142857
"(8,1)",0.9102564102564102,8.727562663387038,Data splitting,0.375
"(8,1)",0.8703703703703703,5.166436152227717,Naive,0.3333333333333333
"(8,1)",0.8921568627450981,7.056811088409484,MLE,0.2
"(8,1)",0.9537037037037037,11.005488183208994,Data splitting,0.2857142857142857
"(8,1)",0.8484848484848485,5.301464998523201,Naive,0.28571428571428575
