complexity,coverage rate,avg length,method,F1 score
"(4,1)",1.0,13.402574465729193,MLE,0.5405405405405405
"(4,1)",0.9714285714285714,24.36709961677029,Data splitting,0.4864864864864865
"(4,1)",1.0,12.523919102693265,Naive,0.4878048780487804
"(4,1)",1.0,15.323335065623173,MLE,0.6666666666666666
"(4,1)",0.9333333333333333,23.23855634564214,Data splitting,0.4848484848484849
"(4,1)",1.0,11.725149081292082,Naive,0.5000000000000001
"(4,1)",0.9473684210526315,12.864410507187097,MLE,0.5128205128205129
"(4,1)",0.8529411764705882,22.259565946857904,Data splitting,0.368421052631579
"(4,1)",1.0,12.160876609262194,Naive,0.4878048780487804
"(4,1)",0.9722222222222222,14.394140300151147,MLE,0.5263157894736842
"(4,1)",0.8947368421052632,20.969501333022425,Data splitting,0.45000000000000007
"(4,1)",1.0,14.039920166242077,Naive,0.5238095238095238
"(4,1)",0.9722222222222222,15.957628010963536,MLE,0.5945945945945945
"(4,1)",0.9696969696969697,25.082247418866228,Data splitting,0.4444444444444444
"(4,1)",1.0,12.649306527666957,Naive,0.5000000000000001
"(4,1)",1.0,12.821883439923386,MLE,0.4878048780487804
"(4,1)",0.9444444444444444,22.325222567540393,Data splitting,0.4102564102564102
"(4,1)",1.0,12.098576131101419,Naive,0.45000000000000007
"(4,1)",1.0,19.280518206509342,MLE,0.9
"(4,1)",0.9696969696969697,25.976400403101593,Data splitting,0.37837837837837834
"(4,1)",1.0,12.786539465285562,Naive,0.4102564102564102
"(4,1)",0.9032258064516129,11.287816779438634,MLE,0.4705882352941176
"(4,1)",0.9259259259259259,21.872038510671153,Data splitting,0.5333333333333333
"(4,1)",1.0,10.59022957369773,Naive,0.46153846153846156
"(4,1)",1.0,12.472236017023812,MLE,0.4736842105263157
"(4,1)",1.0,22.029340741296583,Data splitting,0.3243243243243243
"(4,1)",1.0,11.64770345757028,Naive,0.4102564102564102
"(4,1)",1.0,14.241898721447114,MLE,0.6896551724137931
"(4,1)",0.9705882352941176,21.60010885821306,Data splitting,0.368421052631579
"(4,1)",1.0,12.841123127833018,Naive,0.4878048780487804
"(6,2)",0.9787234042553191,10.44938934594117,MLE,0.5789473684210525
"(6,2)",0.9583333333333334,13.935106624879927,Data splitting,0.8421052631578948
"(6,2)",1.0,7.074609245072265,Naive,0.9523809523809523
"(6,2)",1.0,11.863879546935847,MLE,0.8148148148148148
"(6,2)",0.8333333333333334,14.754766928559718,Data splitting,0.8421052631578948
"(6,2)",1.0,7.722356112900921,Naive,0.9523809523809523
"(6,2)",0.9428571428571428,7.300107380999416,MLE,0.7692307692307692
"(6,2)",0.9259259259259259,13.823096916636711,Data splitting,0.9
"(6,2)",1.0,7.243443399682715,Naive,0.9523809523809523
"(6,2)",1.0,7.6748336610044685,MLE,0.7407407407407406
"(6,2)",0.9166666666666666,13.997694608760822,Data splitting,0.8421052631578948
"(6,2)",1.0,7.763018706979032,Naive,0.9090909090909091
"(6,2)",0.8571428571428571,8.22905464620924,MLE,0.7692307692307692
"(6,2)",1.0,16.62157967847179,Data splitting,0.8421052631578948
"(6,2)",1.0,8.379119529323818,Naive,0.9523809523809523
"(6,2)",1.0,10.494056634245883,MLE,0.7142857142857143
"(6,2)",0.875,15.459647547103415,Data splitting,0.8421052631578948
"(6,2)",1.0,7.893816988367935,Naive,0.9090909090909091
"(6,2)",0.8108108108108109,6.546773058914338,MLE,0.7142857142857143
"(6,2)",0.8888888888888888,13.744138617139376,Data splitting,0.9
"(6,2)",0.967741935483871,6.545803235785038,Naive,0.9090909090909091
"(6,2)",1.0,7.82464337833773,MLE,0.7142857142857143
"(6,2)",0.8888888888888888,16.56317734809455,Data splitting,0.9
"(6,2)",1.0,7.584308186920219,Naive,0.6896551724137931
"(6,2)",0.9459459459459459,7.544760957030243,MLE,0.7142857142857143
"(6,2)",1.0,13.771048653706108,Data splitting,0.8421052631578948
"(6,2)",1.0,7.746740875917885,Naive,0.9523809523809523
"(6,2)",0.9743589743589743,11.937604261950533,MLE,0.7333333333333334
"(6,2)",0.8333333333333334,14.97791996164863,Data splitting,0.8421052631578948
"(6,2)",0.9666666666666667,7.572187355139625,Naive,0.9523809523809523
"(10,3)",0.9382716049382716,8.716619133025343,MLE,0.5238095238095238
"(10,3)",0.8970588235294118,28.58309968572493,Data splitting,0.4102564102564102
"(10,3)",0.9506172839506173,8.65499611084788,Naive,0.5238095238095238
"(10,3)",0.9178082191780822,9.154537118780887,MLE,0.6470588235294118
"(10,3)",0.7941176470588235,28.685541320033522,Data splitting,0.4102564102564102
"(10,3)",0.9259259259259259,8.589237477698141,Naive,0.5238095238095238
"(10,3)",0.9393939393939394,13.009636113574015,MLE,0.8148148148148148
"(10,3)",0.7702702702702703,32.880568665155494,Data splitting,0.45000000000000007
"(10,3)",0.9125,11.435403838118228,Naive,0.5365853658536585
"(10,3)",0.8648648648648649,9.691798718304092,MLE,0.6285714285714286
"(10,3)",0.7162162162162162,22.331897606515263,Data splitting,0.45000000000000007
"(10,3)",0.9135802469135802,9.149367580679586,Naive,0.5238095238095238
"(10,3)",0.8947368421052632,12.312848433973201,MLE,0.5945945945945945
"(10,3)",0.7162162162162162,35.87828390985244,Data splitting,0.45000000000000007
"(10,3)",0.9012345679012346,11.7533874157361,Naive,0.5238095238095238
"(10,3)",0.8904109589041096,12.18973987987371,MLE,0.6470588235294118
"(10,3)",0.8378378378378378,26.924472654192368,Data splitting,0.45000000000000007
"(10,3)",0.9135802469135802,11.333775157901377,Naive,0.5238095238095238
