sparsity size,coverage rate,avg length,method,F1 score
5,0.8666666666666667,5.5641857864293405,MLE,0.0
5,1.0,8.504572606817487,Data splitting,0.22222222222222224
5,0.3333333333333333,4.615787363654537,Naive,0.28571428571428575
5,0.8888888888888888,5.671529257303736,MLE,0.2857142857142857
5,1.0,9.33267908764701,Data splitting,0.20000000000000004
5,0.7777777777777778,4.672959527248956,Naive,0.0
5,1.0,5.4552606713146385,MLE,0.13333333333333333
5,0.9333333333333333,8.463678435085114,Data splitting,0.20000000000000004
5,1.0,4.226258388833933,Naive,0.0
5,0.9333333333333333,5.75612052777471,MLE,0.20000000000000004
5,1.0,7.6951359249445614,Data splitting,0.0
5,0.6666666666666666,4.419910643820875,Naive,0.0
5,0.8888888888888888,5.7912491659478045,MLE,0.5
5,0.8333333333333334,9.100888759021233,Data splitting,0.4444444444444445
5,0.8333333333333334,4.581505483591048,Naive,0.28571428571428575
5,0.7777777777777778,5.858794305309325,MLE,0.25
5,1.0,8.832578996789278,Data splitting,0.22222222222222224
5,0.6666666666666666,4.762403489452953,Naive,0.5
5,0.9444444444444444,5.63155868830823,MLE,0.0
5,1.0,8.327570290231336,Data splitting,0.22222222222222224
5,1.0,4.669706142611083,Naive,0.0
5,1.0,5.474460040854668,MLE,0.42857142857142855
5,1.0,7.557211575680029,Data splitting,0.0
5,1.0,4.3820963966084685,Naive,0.0
5,0.9166666666666666,5.625274033974981,MLE,0.22222222222222224
5,1.0,7.187296624705259,Data splitting,0.0
5,1.0,4.580330899733966,Naive,0.0
5,1.0,5.696194068376268,MLE,0.20000000000000004
5,1.0,9.18161005230617,Data splitting,0.0
5,0.8333333333333334,4.614250082279297,Naive,0.28571428571428575
5,0.7619047619047619,5.836554820558329,MLE,0.16666666666666666
5,0.9166666666666666,8.693172690788364,Data splitting,0.4444444444444445
5,0.3333333333333333,4.713469640262111,Naive,0.0
5,0.7222222222222222,5.6330642929068295,MLE,0.3636363636363636
5,1.0,8.783665513303855,Data splitting,0.0
5,0.3333333333333333,4.603834499558739,Naive,0.0
5,0.9166666666666666,5.6173901723083794,MLE,0.4444444444444445
5,0.9166666666666666,8.591844198323164,Data splitting,0.4444444444444445
5,0.8333333333333334,4.627779548214811,Naive,0.5714285714285715
5,0.7777777777777778,5.822180700471577,MLE,0.25
5,1.0,9.142455147018673,Data splitting,0.0
5,1.0,4.6680534604168615,Naive,0.0
5,0.7333333333333333,5.53816379037393,MLE,0.4000000000000001
5,0.7777777777777778,8.24965326290394,Data splitting,0.3636363636363636
5,0.8333333333333334,4.504833568133716,Naive,0.28571428571428575
5,0.9259259259259259,5.5233081637319525,MLE,0.14285714285714285
5,1.0,8.43908460087009,Data splitting,0.22222222222222224
5,0.8333333333333334,4.48772781907427,Naive,0.28571428571428575
5,0.8181818181818182,5.649837298884456,MLE,0.12500000000000003
5,0.8666666666666667,8.032917309689532,Data splitting,0.20000000000000004
5,0.7333333333333333,4.651571414027809,Naive,0.20000000000000004
5,0.9166666666666666,5.656561563390475,MLE,0.22222222222222224
5,0.6666666666666666,8.162569820091461,Data splitting,0.22222222222222224
5,0.6666666666666666,4.416324393371888,Naive,0.0
5,0.8333333333333334,5.72247318164122,MLE,0.22222222222222224
5,0.9166666666666666,8.2876507224355,Data splitting,0.22222222222222224
5,0.3333333333333333,4.390291220850901,Naive,0.0
5,0.7333333333333333,6.048314973958171,MLE,0.20000000000000004
5,1.0,7.9677120854991434,Data splitting,0.4444444444444445
5,0.6666666666666666,4.664545535499826,Naive,0.33333333333333337
5,1.0,5.57453410306794,MLE,0.3076923076923077
5,1.0,8.400989027706231,Data splitting,0.33333333333333337
5,1.0,4.476369357927844,Naive,0.33333333333333337
5,0.9166666666666666,5.761350881774438,MLE,0.0
5,0.8888888888888888,7.714468612679129,Data splitting,0.25
5,0.8333333333333334,4.686833652191485,Naive,0.28571428571428575
5,0.875,5.604485495162034,MLE,0.3076923076923077
5,0.9333333333333333,8.62081980872781,Data splitting,0.0
5,0.5,4.532205991436666,Naive,0.0
5,0.8571428571428571,5.768080374446036,MLE,0.5
5,1.0,7.641482278640882,Data splitting,0.0
5,0.3333333333333333,4.794186150272515,Naive,0.33333333333333337
5,0.9166666666666666,5.55430336207544,MLE,0.22222222222222224
5,0.8333333333333334,8.415160187530994,Data splitting,0.0
5,1.0,4.569761087178928,Naive,0.0
5,0.8888888888888888,5.575025327628123,MLE,0.2857142857142857
5,1.0,7.891870737434522,Data splitting,0.1818181818181818
5,0.7777777777777778,4.682237831868785,Naive,0.25
5,1.0,5.566024387465534,MLE,0.5
5,0.75,7.268716110380869,Data splitting,0.22222222222222224
5,0.6666666666666666,4.333644224266741,Naive,0.33333333333333337
5,0.9523809523809523,5.337071223598928,MLE,0.0
5,0.7777777777777778,8.23408775102145,Data splitting,0.0
5,0.6666666666666666,4.187254505345494,Naive,0.0
5,1.0,5.743546973802724,MLE,0.1818181818181818
5,0.9166666666666666,8.890789534603377,Data splitting,0.0
5,1.0,4.698696557195768,Naive,0.0
5,0.9166666666666666,5.590114061998349,MLE,0.0
5,0.8333333333333334,8.79136316715208,Data splitting,0.22222222222222224
5,0.6666666666666666,4.5782506068874484,Naive,0.0
5,0.8888888888888888,5.678913754039001,MLE,0.1818181818181818
5,1.0,8.321852285034199,Data splitting,0.22222222222222224
5,0.6666666666666666,4.651447225360789,Naive,0.0
5,0.8888888888888888,5.772177011671435,MLE,0.11764705882352941
5,0.8571428571428571,8.374821452198555,Data splitting,0.16666666666666666
5,0.9166666666666666,4.731672192460376,Naive,0.0
